Rank,Population Density (per sq mi),County,Population
1,233.6,Cumberland,ME,284351
2,216.2,Androscoggin,ME,107470
3,156.7,York,ME,198934
4,127.7,Kennebec,ME,121507
5,94.9,Sagadahoc,ME,35102
6,48.9,Lincoln,ME,34237
7,45.6,Waldo,ME,38904
8,43.2,Penobscot,ME,153627
9,34.7,Knox,ME,39653
10,26.4,Oxford,ME,57517
11,23.3,Hancock,ME,54581
12,17.5,Franklin,ME,30569
13,12.6,Somerset,ME,51762
14,10.3,Aroostook,ME,70653
15,9.9,Washington,ME,32397
16,3.9,Piscataquis,ME,17271
