Rank,Population Density (per sq mi),County,Population
1,1195.5,Hartford, CT,897374
2,1116.3,Fairfield, CT,934215
3,1001.3,New Haven, CT,863148
4,377.0,Middlesex, CT,165534
5,365.1,Tolland, CT,152251
6,355.2,New London, CT,274071
7,226.1,Windham, CT,117918
8,198.5,Litchfield, CT,187542
