Rank,Population Density (per sq mi),County,State,Population
1,256.2,Chittenden,VT,158,686
2,85.3,Washington,VT,59,333
3,69.7,Franklin,VT,48,226
4,64.4,Rutland,VT,60,864
5,57.7,Windsor,VT,56,328
6,55.2,Windham,VT,44,050
7,54.2,Bennington,VT,36,739
8,53.6,Lamoille,VT,24,843
9,47.3,Caledonia,VT,31,109
10,45.7,Addison,VT,36,883
11,41.8,Orange,VT,28,927
12,37.7,Orleans,VT,27,160
13,35.9,Grand Isle,VT,6,979
14,9.2,Essex,VT,6,231
